Event ID,LGA,Start Date,Start Time,Customers Interrupted,Ave Dur. (min),Reason
1811677,BANKSTOWN,2020-11-28 00:00:00,2020-11-28 17:45:00,915,120.529989094875,Equipment fault
1811686,SUTHERLAND,2020-11-28 00:00:00,2020-11-28 17:52:00,2732,382.009144111192,Equipment fault
1811681,BANKSTOWN,2020-11-28 00:00:00,2020-11-28 17:52:07,60,457.883333333333,Equipment fault
1811706,KU-RING-GAI,2020-11-28 00:00:00,2020-11-28 18:09:00,82,430.707317073171,Environmental
1811716,CESSNOCK,2020-11-28 00:00:00,2020-11-28 18:18:00,563,107.0,Equipment fault
1811714,KU-RING-GAI,2020-11-28 00:00:00,2020-11-28 18:22:00,120,113.0,Equipment fault
1811740,BANKSTOWN,2020-11-28 00:00:00,2020-11-28 18:24:00,67,986.0,Environmental
1811734,KOGARAH,2020-11-28 00:00:00,2020-11-28 18:30:00,98,1599.75510204082,Equipment fault
1811756,GOSFORD,2020-11-28 00:00:00,2020-11-28 18:59:00,1916,102.005735140772,Equipment fault
1811754,WILLOUGHBY,2020-11-28 00:00:00,2020-11-28 19:00:00,56,175.0,Equipment fault
1811782,BANKSTOWN,2020-11-28 00:00:00,2020-11-28 19:30:00,269,976.505576208178,Equipment fault
1811799,LAKE MACQUARIE,2020-11-28 00:00:00,2020-11-28 20:12:41,58,125.316666666667,Equipment fault
1811819,HUNTERS HILL,2020-11-28 00:00:00,2020-11-28 21:12:00,89,284.366853932584,Equipment fault
1811843,HURSTVILLE,2020-11-28 00:00:00,2020-11-28 21:42:42,66,167.3,Equipment fault
1811868,WARRINGAH,2020-11-28 00:00:00,2020-11-28 23:43:56,51,17.0666666666667,Equipment fault
1811870,BANKSTOWN,2020-11-28 00:00:00,2020-11-28 23:44:44,107,580.266666666666,Environmental
1811876,KU-RING-GAI,2020-11-29 00:00:00,2020-11-29 01:19:00,909,98.5060506050605,Equipment fault
1811905,BANKSTOWN,2020-11-29 00:00:00,2020-11-29 06:29:00,736,152.255088195387,Equipment fault
1811891,BANKSTOWN,2020-11-29 00:00:00,2020-11-29 09:38:00,1229,151.329268292683,Equipment fault
1811922,HORNSBY,2020-11-29 00:00:00,2020-11-29 09:57:00,80,70.0,Environmental
1811907,SUTHERLAND,2020-11-29 00:00:00,2020-11-29 10:00:00,102,390.0,Environmental
1811975,WYONG,2020-11-29 00:00:00,2020-11-29 10:12:00,150,402.013333333333,Environmental
1811987,KOGARAH,2020-11-29 00:00:00,2020-11-29 10:35:00,1501,152.0,Environmental
1811996,WYONG,2020-11-29 00:00:00,2020-11-29 10:41:14,63,156.226984126984,Equipment fault
1812044,STRATHFIELD,2020-11-29 00:00:00,2020-11-29 10:56:02,75,208.966666666667,Environmental
1812042,SINGLETON,2020-11-29 00:00:00,2020-11-29 11:11:00,61,84.0,Equipment fault
1812066,WYONG,2020-11-29 00:00:00,2020-11-29 11:42:00,1294,48.117345110087,Equipment fault
1812076,SUTHERLAND,2020-11-29 00:00:00,2020-11-29 11:50:00,1472,63.0,Equipment fault
1812120,MUSWELLBROOK,2020-11-29 00:00:00,2020-11-29 12:19:00,57,175.543859649123,Environmental
1813177,HORNSBY,2020-11-29 00:00:00,2020-11-29 12:20:00,53,170.0,Environmental
1812172,RYDE,2020-11-29 00:00:00,2020-11-29 12:40:00,77,70.0,Environmental
1812183,HORNSBY,2020-11-29 00:00:00,2020-11-29 12:40:00,91,1769.23076923077,Environmental
1812130,WILLOUGHBY,2020-11-29 00:00:00,2020-11-29 12:51:39,54,533.816666666667,Environmental
1812192,HURSTVILLE,2020-11-29 00:00:00,2020-11-29 13:01:00,2001,56.0,Environmental
1812210,SINGLETON,2020-11-29 00:00:00,2020-11-29 13:04:00,508,83.2716535433071,Equipment fault
1812216,RANDWICK,2020-11-29 00:00:00,2020-11-29 13:10:00,88,280.0,Environmental
1812221,ASHFIELD,2020-11-29 00:00:00,2020-11-29 13:14:14,81,80.7666666666667,Environmental
1812231,SUTHERLAND,2020-11-29 00:00:00,2020-11-29 13:17:46,66,90.2333333333333,Environmental
1812235,PORT STEPHENS,2020-11-29 00:00:00,2020-11-29 13:19:00,961,446.397089397089,Environmental
1812242,DRUMMOYNE,2020-11-29 00:00:00,2020-11-29 13:23:27,65,126.55,Environmental
1812264,SUTHERLAND,2020-11-29 00:00:00,2020-11-29 13:33:19,66,356.683333333333,Third party
1812270,WYONG,2020-11-29 00:00:00,2020-11-29 13:35:00,1714,116.253644314869,Environmental
1812275,PORT STEPHENS,2020-11-29 00:00:00,2020-11-29 13:40:00,152,645.0,Equipment fault
1812277,WILLOUGHBY,2020-11-29 00:00:00,2020-11-29 13:40:58,70,94.0333333333333,Environmental
1812336,SUTHERLAND,2020-11-29 00:00:00,2020-11-29 14:21:00,1201,128.350541215654,Equipment fault
1812368,LEICHHARDT,2020-11-29 00:00:00,2020-11-29 14:40:09,51,1039.85,Equipment fault
1812379,RANDWICK,2020-11-29 00:00:00,2020-11-29 14:45:31,52,264.483333333333,Environmental
1812399,HURSTVILLE,2020-11-29 00:00:00,2020-11-29 14:55:00,2001,134.433283358321,Environmental
1812409,WILLOUGHBY,2020-11-29 00:00:00,2020-11-29 14:56:00,1947,79.0210580380072,Equipment fault
1812406,BANKSTOWN,2020-11-29 00:00:00,2020-11-29 14:58:34,87,121.433333333333,Environmental
1812408,RANDWICK,2020-11-29 00:00:00,2020-11-29 14:59:07,51,320.883333333333,Environmental
1812701,STRATHFIELD,2020-11-29 00:00:00,2020-11-29 15:00:00,75,1180.0,Equipment fault
1812627,AUBURN,2020-11-29 00:00:00,2020-11-29 15:03:00,62,1037.0,Environmental
1812418,CANTERBURY,2020-11-29 00:00:00,2020-11-29 15:04:06,58,1210.9,Environmental
1812372,SOUTH SYDNEY,2020-11-29 00:00:00,2020-11-29 15:05:00,120,515.0,Equipment fault
1812421,WILLOUGHBY,2020-11-29 00:00:00,2020-11-29 15:05:03,75,129.95,Equipment fault
1812436,BANKSTOWN,2020-11-29 00:00:00,2020-11-29 15:08:32,57,141.466666666667,Environmental
1812440,BANKSTOWN,2020-11-29 00:00:00,2020-11-29 15:10:00,83,320.0,Equipment fault
1812445,MARRICKVILLE,2020-11-29 00:00:00,2020-11-29 15:12:00,110,358.0,Environmental
1812454,NEWCASTLE,2020-11-29 00:00:00,2020-11-29 15:14:00,1818,184.837630279759,Equipment fault
1812470,WARRINGAH,2020-11-29 00:00:00,2020-11-29 15:14:00,68,486.0,Environmental
1812459,BOTANY,2020-11-29 00:00:00,2020-11-29 15:16:29,117,348.516666666667,Environmental
1812479,KU-RING-GAI,2020-11-29 00:00:00,2020-11-29 15:21:42,52,523.3,Environmental
1812492,AUBURN,2020-11-29 00:00:00,2020-11-29 15:24:22,82,215.633333333333,Environmental
1812510,BANKSTOWN,2020-11-29 00:00:00,2020-11-29 15:25:00,84,64.6166666666667,Equipment fault
1812403,AUBURN,2020-11-29 00:00:00,2020-11-29 15:30:00,61,200.0,Equipment fault
1812565,NEWCASTLE,2020-11-29 00:00:00,2020-11-29 15:46:00,135,194.0,Environmental
1812586,SUTHERLAND,2020-11-29 00:00:00,2020-11-29 15:51:28,85,524.533333333333,Environmental
1812122,KU-RING-GAI,2020-11-29 00:00:00,2020-11-29 16:00:00,55,40.0,Environmental
1812699,LAKE MACQUARIE,2020-11-29 00:00:00,2020-11-29 16:36:38,108,743.366666666667,Equipment fault
1812739,BOTANY,2020-11-29 00:00:00,2020-11-29 17:03:00,55,152.0,Environmental
1812744,NEWCASTLE,2020-11-29 00:00:00,2020-11-29 17:04:00,75,880.2,Equipment fault
1812760,LAKE MACQUARIE,2020-11-29 00:00:00,2020-11-29 17:09:00,2129,209.204321277595,Equipment fault
1812778,SUTHERLAND,2020-11-29 00:00:00,2020-11-29 17:15:32,56,164.466666666667,Environmental
1812791,SUTHERLAND,2020-11-29 00:00:00,2020-11-29 17:20:00,178,169.972284644195,Equipment fault
1812797,WYONG,2020-11-29 00:00:00,2020-11-29 17:21:00,1245,9.0,Equipment fault
1812873,NEWCASTLE,2020-11-29 00:00:00,2020-11-29 18:09:20,112,393.666666666667,Equipment fault
1812893,LAKE MACQUARIE,2020-11-29 00:00:00,2020-11-29 18:25:00,103,495.0,Equipment fault
1812899,LAKE MACQUARIE,2020-11-29 00:00:00,2020-11-29 18:29:00,163,393.447852760736,Environmental
1812909,PORT STEPHENS,2020-11-29 00:00:00,2020-11-29 18:36:00,71,313.0,Operating fault
1813133,LAKE MACQUARIE,2020-11-29 00:00:00,2020-11-29 18:47:00,51,1032.01960784314,Equipment fault
1812948,NEWCASTLE,2020-11-29 00:00:00,2020-11-29 19:04:00,219,136.0,Environmental
1812953,NEWCASTLE,2020-11-29 00:00:00,2020-11-29 19:07:00,113,43.0,Environmental
1812967,PORT STEPHENS,2020-11-29 00:00:00,2020-11-29 19:11:00,58,292.0,Environmental
1812971,SINGLETON,2020-11-29 00:00:00,2020-11-29 20:03:00,274,105.941818181818,Environmental
1813012,SUTHERLAND,2020-11-29 00:00:00,2020-11-29 20:27:00,1073,220.737185461323,Equipment fault
1813048,CONCORD,2020-11-29 00:00:00,2020-11-29 20:36:00,1904,68.0546218487395,Equipment fault
1813068,BANKSTOWN,2020-11-29 00:00:00,2020-11-29 21:10:34,58,34.4333333333333,Equipment fault
1812427,SUTHERLAND,2020-11-29 00:00:00,2020-11-29 21:25:00,71,75.0,Environmental
1813084,GOSFORD,2020-11-29 00:00:00,2020-11-29 21:47:14,141,442.766666666667,Environmental
1813090,HURSTVILLE,2020-11-29 00:00:00,2020-11-29 22:12:00,51,258.0,Equipment fault
1812511,WILLOUGHBY,2020-11-29 00:00:00,2020-11-29 23:50:00,81,20.0,Equipment fault
1813129,LAKE MACQUARIE,2020-11-30 00:00:00,2020-11-30 02:30:00,1332,89.0397897897898,Vandalism
1813329,SUTHERLAND,2020-11-30 00:00:00,2020-11-30 10:30:57,81,114.05,Environmental
1813344,BANKSTOWN,2020-11-30 00:00:00,2020-11-30 10:45:00,96,75.0,Equipment fault
1813345,KU-RING-GAI,2020-11-30 00:00:00,2020-11-30 10:55:00,82,20.0,Environmental
1813392,WYONG,2020-11-30 00:00:00,2020-11-30 11:31:00,54,49.0,Equipment fault
1812761,SUTHERLAND,2020-11-30 00:00:00,2020-11-30 14:00:00,135,180.0,Environmental
1813662,SOUTH SYDNEY,2020-11-30 00:00:00,2020-11-30 17:44:00,66,85.8550724637681,Equipment fault
1813547,HORNSBY,2020-11-30 00:00:00,2020-11-30 18:15:00,51,13.0,Environmental
1812956,RYDE,2020-11-30 00:00:00,2020-11-30 18:25:00,64,6.0,Environmental
1813710,WILLOUGHBY,2020-11-30 00:00:00,2020-11-30 22:12:00,271,51.0,Environmental
1814531,HORNSBY,2020-12-02 00:00:00,2020-12-02 02:48:37,115,271.383333333333,Environmental
1814541,LANE COVE,2020-12-02 00:00:00,2020-12-02 03:46:00,1588,135.350943396226,Equipment fault
1814546,LANE COVE,2020-12-02 00:00:00,2020-12-02 03:46:00,100,314.0,Equipment fault
1814542,RANDWICK,2020-12-02 00:00:00,2020-12-02 03:59:17,69,240.716666666667,Equipment fault
1814567,WYONG,2020-12-02 00:00:00,2020-12-02 05:51:00,2120,158.01179245283,Environmental
1814722,LAKE MACQUARIE,2020-12-02 00:00:00,2020-12-02 09:52:00,68,83.0,Environmental
1814823,WARRINGAH,2020-12-02 00:00:00,2020-12-02 12:00:00,112,30.0,Environmental
1814883,HORNSBY,2020-12-02 00:00:00,2020-12-02 13:21:45,115,123.25,Environmental
1814965,CESSNOCK,2020-12-02 00:00:00,2020-12-02 15:40:44,71,229.266666666666,Environmental
1814981,HORNSBY,2020-12-02 00:00:00,2020-12-02 16:30:00,59,20.0,Environmental
1815010,HORNSBY,2020-12-02 00:00:00,2020-12-02 17:50:00,57,50.0,Environmental
1815071,NEWCASTLE,2020-12-03 00:00:00,2020-12-03 03:34:00,1042,64.6475095785441,Environmental
1815429,HURSTVILLE,2020-12-04 00:00:00,2020-12-04 06:46:00,1601,289.076826983136,Environmental
1815442,HURSTVILLE,2020-12-04 00:00:00,2020-12-04 08:18:00,83,162.0,Environmental
1815499,MUSWELLBROOK,2020-12-04 00:00:00,2020-12-04 09:53:00,403,5.0,Operating fault
1815523,GOSFORD,2020-12-04 00:00:00,2020-12-04 10:42:00,59,168.322033898305,Third party
1815615,BANKSTOWN,2020-12-04 00:00:00,2020-12-04 15:32:01,92,397.983333333334,Equipment fault
1815695,CANTERBURY,2020-12-04 00:00:00,2020-12-04 22:31:00,1814,105.802094818082,Equipment fault
1815687,MAITLAND,2020-12-04 00:00:00,2020-12-04 23:45:00,57,125.0,Equipment fault
1815714,RANDWICK,2020-12-05 00:00:00,2020-12-05 03:05:00,2585,119.102088167053,Equipment fault
1815768,PITTWATER,2020-12-05 00:00:00,2020-12-05 11:09:00,110,427.0,Equipment fault
1815861,WOOLLAHRA,2020-12-05 00:00:00,2020-12-05 18:31:37,51,148.383333333333,Third party
1815875,GOSFORD,2020-12-05 00:00:00,2020-12-05 20:38:00,849,47.0,Environmental
1815898,SCONE,2020-12-05 00:00:00,2020-12-05 21:41:00,276,122.54347826087,Environmental
1815899,SCONE,2020-12-05 00:00:00,2020-12-05 21:43:00,293,182.054607508532,Environmental
1815901,SCONE,2020-12-05 00:00:00,2020-12-05 21:45:00,115,249.008695652174,Environmental
1815904,SCONE,2020-12-05 00:00:00,2020-12-05 21:53:00,64,132.0,Environmental
1815903,SUTHERLAND,2020-12-05 00:00:00,2020-12-05 22:01:00,752,113.0,Environmental
1815912,HUNTERS HILL,2020-12-05 00:00:00,2020-12-05 22:06:00,1806,60.0,Environmental
1815918,WARRINGAH,2020-12-05 00:00:00,2020-12-05 22:12:00,82,88.0,Environmental
1815933,SCONE,2020-12-05 00:00:00,2020-12-05 22:27:00,702,143.968660968661,Environmental
1815942,WYONG,2020-12-05 00:00:00,2020-12-05 22:35:00,63,295.714285714286,Equipment fault
1816097,CANADA BAY,2020-12-06 00:00:00,2020-12-06 16:21:39,60,23.35,Environmental
1816166,KOGARAH,2020-12-06 00:00:00,2020-12-06 18:00:00,67,909.998009950249,Equipment fault
1816136,MAITLAND,2020-12-06 00:00:00,2020-12-06 21:12:00,933,75.2593783494105,Environmental
1816164,WYONG,2020-12-07 00:00:00,2020-12-07 06:57:00,842,141.0,Equipment fault
1816204,ASHFIELD,2020-12-07 00:00:00,2020-12-07 09:08:00,3923,47.5514256619145,Equipment fault
1816490,SUTHERLAND,2020-12-07 00:00:00,2020-12-07 21:50:00,113,436.902654867257,Environmental
1816508,HORNSBY,2020-12-07 00:00:00,2020-12-07 22:46:00,105,55.7314285714286,Environmental
1816524,WYONG,2020-12-08 00:00:00,2020-12-08 01:05:00,197,119.409090909091,Environmental
1816532,WARRINGAH,2020-12-08 00:00:00,2020-12-08 02:03:00,1387,94.8560115190785,Environmental
1816572,WILLOUGHBY,2020-12-08 00:00:00,2020-12-08 08:37:00,66,312.995454545455,Equipment fault
1816728,SINGLETON,2020-12-08 00:00:00,2020-12-08 14:12:00,123,47.0,Equipment fault
1816748,WYONG,2020-12-08 00:00:00,2020-12-08 16:30:00,51,50.0,Environmental
1816829,CESSNOCK,2020-12-09 00:00:00,2020-12-09 01:13:00,187,212.005347593583,Environmental
1816917,RANDWICK,2020-12-09 00:00:00,2020-12-09 10:19:01,112,83.9833333333334,Environmental
1816981,WARRINGAH,2020-12-09 00:00:00,2020-12-09 13:09:00,1472,272.388586956522,Equipment fault
1816954,CESSNOCK,2020-12-09 00:00:00,2020-12-09 14:50:00,99,280.0,Environmental
1817075,BANKSTOWN,2020-12-09 00:00:00,2020-12-09 17:00:00,108,150.555555555556,Equipment fault
1817123,LAKE MACQUARIE,2020-12-09 00:00:00,2020-12-09 22:42:00,1715,95.0,Environmental
1817184,WYONG,2020-12-10 00:00:00,2020-12-10 09:30:00,59,282.983050847458,Environmental
1817239,CANTERBURY,2020-12-10 00:00:00,2020-12-10 11:26:00,1343,11.0,Environmental
1817298,SUTHERLAND,2020-12-10 00:00:00,2020-12-10 13:19:00,68,72.0,Environmental
1817385,LEICHHARDT,2020-12-10 00:00:00,2020-12-10 15:39:09,64,290.85,Environmental
1817391,SOUTH SYDNEY,2020-12-10 00:00:00,2020-12-10 15:47:00,768,93.0,Equipment fault
1817399,SINGLETON,2020-12-10 00:00:00,2020-12-10 15:57:00,141,182.234042553192,Environmental
1817401,NEWCASTLE,2020-12-10 00:00:00,2020-12-10 16:00:00,1818,74.9544706527702,Equipment fault
1817422,GOSFORD,2020-12-10 00:00:00,2020-12-10 16:25:00,733,89.1364256480218,Lightning
1817436,KU-RING-GAI,2020-12-10 00:00:00,2020-12-10 17:04:51,60,25.15,Equipment fault
1817463,GOSFORD,2020-12-10 00:00:00,2020-12-10 18:29:00,656,37.0,Environmental
1817499,MARRICKVILLE,2020-12-10 00:00:00,2020-12-10 23:46:14,90,448.766666666667,Environmental
1817505,AUBURN,2020-12-11 00:00:00,2020-12-11 00:57:36,55,462.4,Environmental
1817509,MUSWELLBROOK,2020-12-11 00:00:00,2020-12-11 02:59:00,174,152.977011494253,Equipment fault
1817512,WARRINGAH,2020-12-11 00:00:00,2020-12-11 05:42:17,71,107.716666666667,Equipment fault
1817698,MARRICKVILLE,2020-12-11 00:00:00,2020-12-11 12:32:00,2702,73.8471502590674,Equipment fault
1817711,LANE COVE,2020-12-11 00:00:00,2020-12-11 12:52:00,163,133.0,Third party
1817897,GOSFORD,2020-12-12 00:00:00,2020-12-12 13:37:00,54,303.0,Environmental
1817907,WILLOUGHBY,2020-12-12 00:00:00,2020-12-12 15:57:00,51,25.0,Environmental
1817899,WYONG,2020-12-12 00:00:00,2020-12-12 18:13:24,59,551.6,Equipment fault
1817953,STRATHFIELD,2020-12-13 00:00:00,2020-12-13 05:55:00,2164,75.7707948243993,Equipment fault
1817990,SOUTH SYDNEY,2020-12-13 00:00:00,2020-12-13 13:11:00,304,46.0,Equipment fault
1818063,HORNSBY,2020-12-14 00:00:00,2020-12-14 06:53:00,2083,32.7815650504081,Equipment fault
1818163,ASHFIELD,2020-12-14 00:00:00,2020-12-14 12:10:00,65,90.0,Third party
1817052,MARRICKVILLE,2020-12-14 00:00:00,2020-12-14 13:27:00,126,198.908994708994,Equipment fault
1818299,WARRINGAH,2020-12-14 00:00:00,2020-12-14 23:46:00,3642,40.6642876749931,Environmental
1818331,NEWCASTLE,2020-12-15 00:00:00,2020-12-15 08:35:34,95,64.4333333333333,Third party
1818365,RANDWICK,2020-12-15 00:00:00,2020-12-15 09:06:55,73,193.083333333333,Environmental
1818419,HORNSBY,2020-12-15 00:00:00,2020-12-15 10:40:00,327,101.228658536585,Environmental
1818460,KU-RING-GAI,2020-12-15 00:00:00,2020-12-15 12:28:48,57,181.2,Environmental
1818484,PORT STEPHENS,2020-12-15 00:00:00,2020-12-15 14:58:00,75,137.0,Equipment fault
1818556,RANDWICK,2020-12-15 00:00:00,2020-12-15 18:32:56,63,32.0666666666667,Third party
1818641,GOSFORD,2020-12-16 00:00:00,2020-12-16 03:44:00,2449,123.011841567987,Environmental
1818618,HORNSBY,2020-12-16 00:00:00,2020-12-16 05:24:31,115,320.483333333333,Equipment fault
1818622,MERRIWA,2020-12-16 00:00:00,2020-12-16 05:29:41,55,440.316666666667,Equipment fault
1818646,HORNSBY,2020-12-16 00:00:00,2020-12-16 07:50:00,79,15.0,Environmental
1818746,GOSFORD,2020-12-16 00:00:00,2020-12-16 10:57:30,53,107.5,Equipment fault
1818681,PORT STEPHENS,2020-12-16 00:00:00,2020-12-16 12:39:00,138,368.210144927536,Equipment fault
1818806,AUBURN,2020-12-16 00:00:00,2020-12-16 13:18:50,58,146.166666666667,Third party
1819219,SOUTH SYDNEY,2020-12-16 00:00:00,2020-12-16 15:00:00,66,35.0,Equipment fault
1818910,MUSWELLBROOK,2020-12-16 00:00:00,2020-12-16 17:40:18,65,621.7,Lightning
1818934,MERRIWA,2020-12-16 00:00:00,2020-12-16 20:19:00,1244,251.0,Environmental
1818942,MUSWELLBROOK,2020-12-16 00:00:00,2020-12-16 20:27:00,139,195.0,Environmental
1818963,MUSWELLBROOK,2020-12-16 00:00:00,2020-12-16 23:46:00,139,124.453237410072,Equipment fault
1818966,SINGLETON,2020-12-17 00:00:00,2020-12-17 00:49:00,170,455.023391812866,Equipment fault
1818987,WYONG,2020-12-17 00:00:00,2020-12-17 07:18:00,133,322.0,Third party
1819029,AUBURN,2020-12-17 00:00:00,2020-12-17 09:40:00,53,50.0,Equipment fault
1819107,AUBURN,2020-12-17 00:00:00,2020-12-17 12:50:00,58,45.0,Equipment fault
1819165,LAKE MACQUARIE,2020-12-17 00:00:00,2020-12-17 15:39:00,2739,111.654618473896,Lightning
1819176,NEWCASTLE,2020-12-17 00:00:00,2020-12-17 16:00:00,3706,46.0,Environmental
1819195,HURSTVILLE,2020-12-17 00:00:00,2020-12-17 16:29:00,1978,28.0,Environmental
1819196,LAKE MACQUARIE,2020-12-17 00:00:00,2020-12-17 16:33:16,65,346.733333333334,Environmental
1819210,MARRICKVILLE,2020-12-17 00:00:00,2020-12-17 16:57:00,1509,98.9377070907886,Equipment fault
1819230,PITTWATER,2020-12-17 00:00:00,2020-12-17 17:45:00,1577,89.720355104629,Equipment fault
1819243,BOTANY,2020-12-17 00:00:00,2020-12-17 18:14:37,85,330.383333333333,Environmental
1819247,WARRINGAH,2020-12-17 00:00:00,2020-12-17 18:26:00,1275,127.437647058824,Equipment fault
1819226,LAKE MACQUARIE,2020-12-17 00:00:00,2020-12-17 19:24:00,380,175.0,Equipment fault
1819308,BANKSTOWN,2020-12-18 00:00:00,2020-12-18 03:05:00,1226,110.613376835237,Equipment fault
1819364,MARRICKVILLE,2020-12-18 00:00:00,2020-12-18 09:28:00,348,81.0,Equipment fault
1819369,NORTH SYDNEY,2020-12-18 00:00:00,2020-12-18 09:33:00,67,215.865671641791,Equipment fault
1819476,ASHFIELD,2020-12-18 00:00:00,2020-12-18 14:47:00,2292,92.1330135194069,Equipment fault
1819487,MUSWELLBROOK,2020-12-18 00:00:00,2020-12-18 15:50:15,56,379.75,Environmental
1819536,BOTANY,2020-12-18 00:00:00,2020-12-18 18:47:00,2770,32.0,Equipment fault
1819586,WYONG,2020-12-19 00:00:00,2020-12-19 01:26:00,83,114.0,Equipment fault
1819593,BOTANY,2020-12-19 00:00:00,2020-12-19 09:30:00,86,75.0,Equipment fault
1819645,GOSFORD,2020-12-19 00:00:00,2020-12-19 11:59:00,852,106.0,Environmental
1819693,MAITLAND,2020-12-19 00:00:00,2020-12-19 16:15:00,626,58.3748006379585,Environmental
1819784,SOUTH SYDNEY,2020-12-20 00:00:00,2020-12-20 09:29:00,2317,33.0910660336642,Equipment fault
1819817,WYONG,2020-12-20 00:00:00,2020-12-20 12:08:00,199,349.477386934673,Environmental
1819838,WYONG,2020-12-20 00:00:00,2020-12-20 13:33:00,98,159.65306122449,Environmental
1820063,DRUMMOYNE,2020-12-21 00:00:00,2020-12-21 15:01:00,2292,67.2293938072394,Equipment fault
1820085,LAKE MACQUARIE,2020-12-21 00:00:00,2020-12-21 15:47:00,332,60.0,Equipment fault
1820131,WARRINGAH,2020-12-21 00:00:00,2020-12-21 19:14:00,64,1221.0,Equipment fault
1820167,WYONG,2020-12-22 00:00:00,2020-12-22 02:26:00,1224,95.9272875816993,Environmental
1820170,GOSFORD,2020-12-22 00:00:00,2020-12-22 03:06:00,746,99.2386058981233,Environmental
1820174,WOOLLAHRA,2020-12-22 00:00:00,2020-12-22 05:16:13,136,113.783333333333,Environmental
1820189,SYDNEY,2020-12-22 00:00:00,2020-12-22 07:34:00,662,23.2507552870091,Equipment fault
1820343,GOSFORD,2020-12-22 00:00:00,2020-12-22 13:19:00,1872,98.3573717948718,Equipment fault
1820415,WOOLLAHRA,2020-12-22 00:00:00,2020-12-22 18:31:57,58,75.05,Equipment fault
1820431,HORNSBY,2020-12-23 00:00:00,2020-12-23 00:56:00,962,140.141372141372,Equipment fault
1820433,PORT STEPHENS,2020-12-23 00:00:00,2020-12-23 03:21:16,52,696.15,Equipment fault
1820519,WOOLLAHRA,2020-12-23 00:00:00,2020-12-23 11:05:00,58,120.0,Equipment fault
1820532,LEICHHARDT,2020-12-23 00:00:00,2020-12-23 12:12:00,115,18.0,Environmental
1820576,ASHFIELD,2020-12-23 00:00:00,2020-12-23 15:36:00,119,163.201680672269,Environmental
1820609,NEWCASTLE,2020-12-23 00:00:00,2020-12-23 23:15:00,115,120.0,Equipment fault
1820662,PITTWATER,2020-12-24 00:00:00,2020-12-24 10:10:00,66,30.0,Equipment fault
1820746,WYONG,2020-12-24 00:00:00,2020-12-24 14:17:00,243,235.688524590164,Equipment fault
1821360,CANTERBURY,2020-12-24 00:00:00,2020-12-24 16:40:00,70,25.0,Equipment fault
1820735,RYDE,2020-12-24 00:00:00,2020-12-24 19:20:00,123,40.0,Equipment fault
1820778,CANTERBURY,2020-12-24 00:00:00,2020-12-24 20:27:00,138,332.273429951691,Equipment fault
1820805,WOOLLAHRA,2020-12-25 00:00:00,2020-12-25 00:20:00,117,205.0,Environmental
1820815,WARRINGAH,2020-12-25 00:00:00,2020-12-25 02:39:00,1275,74.0,Environmental
1820828,SINGLETON,2020-12-25 00:00:00,2020-12-25 07:05:00,98,316.19387755102,Environmental
1820821,PITTWATER,2020-12-25 00:00:00,2020-12-25 11:05:00,53,280.0,Environmental
1820836,BANKSTOWN,2020-12-25 00:00:00,2020-12-25 12:10:00,58,85.0,Third party
1820891,GOSFORD,2020-12-25 00:00:00,2020-12-25 17:13:00,1670,46.0,Environmental
1820984,MERRIWA,2020-12-26 00:00:00,2020-12-26 16:37:00,55,238.0,Environmental
1820994,RANDWICK,2020-12-26 00:00:00,2020-12-26 18:37:22,91,37.6333333333333,Environmental
1821013,SINGLETON,2020-12-26 00:00:00,2020-12-26 20:45:00,65,1055.0,Environmental
1821020,SCONE,2020-12-26 00:00:00,2020-12-26 21:13:00,54,683.518518518519,Equipment fault
1821070,ASHFIELD,2020-12-27 00:00:00,2020-12-27 10:46:00,89,304.0,Environmental
1821072,WILLOUGHBY,2020-12-27 00:00:00,2020-12-27 11:05:00,68,280.0,Third party
1821123,WOOLLAHRA,2020-12-27 00:00:00,2020-12-27 23:30:00,51,25.0,Environmental
1821147,WYONG,2020-12-28 00:00:00,2020-12-28 08:19:00,257,56.2762645914397,Environmental
1821149,LAKE MACQUARIE,2020-12-28 00:00:00,2020-12-28 09:33:00,533,78.0,Environmental
1821214,BANKSTOWN,2020-12-28 00:00:00,2020-12-28 14:03:00,58,77.0,Environmental
1821438,BANKSTOWN,2020-12-28 00:00:00,2020-12-28 16:55:00,58,15.0,Equipment fault
1821266,MUSWELLBROOK,2020-12-28 00:00:00,2020-12-28 19:18:00,278,161.0,Lightning
1821310,NEWCASTLE,2020-12-29 00:00:00,2020-12-29 02:21:00,415,182.016786570743,Equipment fault
1821342,WOOLLAHRA,2020-12-29 00:00:00,2020-12-29 08:48:09,136,69.85,Environmental
1821394,GOSFORD,2020-12-29 00:00:00,2020-12-29 10:21:00,973,45.0,Equipment fault
1821461,SOUTH SYDNEY,2020-12-29 00:00:00,2020-12-29 12:04:00,869,76.2370540851554,Equipment fault
1821495,WARRINGAH,2020-12-29 00:00:00,2020-12-29 15:30:00,58,85.0,Equipment fault
1821525,WYONG,2020-12-29 00:00:00,2020-12-29 17:24:50,61,50.1666666666667,Equipment fault
1821567,SUTHERLAND,2020-12-30 00:00:00,2020-12-30 02:45:11,63,84.8166666666667,Environmental
1821572,WYONG,2020-12-30 00:00:00,2020-12-30 03:49:00,363,136.82967032967,Equipment fault
1821574,HORNSBY,2020-12-30 00:00:00,2020-12-30 04:41:00,85,311.0,Environmental
